类目,作品ID,作品作者,作者粉丝数量,作品标题,点赞量,评论量,收藏量,分享量,作品时长,作品网址,发布时间,是否购物车,封面网址,店铺ID,商品ID,视频总销量,视频源网址
彩妆护肤,7623331561635739234,周小闹,26884985,饭店的寒假工，套路客人推销茶叶！,3357493,61013,119021,615228,2分21秒,https://www.douyin.com/video/7623331561635739234,2026-3-31 20:00,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-p-0015/oEfjXfqAAFBECSgJolDYDpQ1yQLMLB9Z4FIAWa?lk3s=138a59ce&x-expires=1776776400&x-signature=JyE7Sv4YXLQayNYdfNbsgGKIRB8%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072108125F90D864ECEA69F4F944,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d75o6anog65k2ba6ic20&line=0&file_id=81f311b4b36e42f880d39163fed84c39&sign=791e719d88ccb22fd224a0b1b0faa9af&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7622599334995537523,曼卿玉明眸美妆店,7012,气质又显发量的牡丹花流苏抓夹来啦！适合35至55岁姐姐，高级典雅大方#花朵抓夹 #羽毛发夹 #秋冬新款 #这也太好看了,63918,77,6866,2346,1分9秒,https://www.douyin.com/video/7622599334995537523,2026-3-29 16:58,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-p-0015/ooCdA6rknLzIrBdCQTIGfbeKQegJAMEZBGIjk7?lk3s=138a59ce&x-expires=1776780000&x-signature=mNvdaoEJ7vik6YtYLVx0ne8zm%2FI%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407220054066AA9065BCDCFEEAA30,245336211,3777149479631847797,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7622599334995537523&video_shop_id=245336211&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d74ej4fog65vqr494lig&line=0&file_id=ea9c2099903849a78b3d2451aa7332e7&sign=a89af4f687ddf73207392faee6df59c1&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7622335153129679345,CC雯,4875,夏天不想自己身上臭烘烘的，一定要备上这个！这味道真的惊艳到我了！#香氛喷雾 #自带体香 #伪体香 #去味喷雾 #持久留香,57981,324,16875,3759,22秒,https://www.douyin.com/video/7622335153129679345,2026-3-28 23:53,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813c000-ce/ocU7A8cPXLGAMHeAIOIG9teeQAf4AWGVm4Pfnt?lk3s=138a59ce&x-expires=1776780000&x-signature=jw2QNBVC6ZR5m3Ovcq73Hxrc6Hw%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=2026040722195589BC206EA89D51F2058A,114174476,3795001790563483843,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7622335153129679345&video_shop_id=114174476&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v2700fgi0000d73viqfog65llj74vo9g&line=0&file_id=aefa416c79ee4062ae915452df4f63ad&sign=52568ccede35fd9c34e0eb758af0a9e9&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7621499210055492598,畅子,4045679,兄弟们别嘴硬了，能全天清爽保湿的护肤神器找到了 #自然堂男士冰川保湿露,74174,171,5570,3171,1分34秒,https://www.douyin.com/video/7621499210055492598,2026-3-26 19:15,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813c001/owA3AQb6DIDSBFeEAGFANM9mzCfGpAAEE0gAAx?lk3s=138a59ce&x-expires=1776776400&x-signature=3JsIkIcSqIeb7VlOtmcwV4nGbP8%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407215343178E2139FF5096F85DEC,18308067,3629048283680382201,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7621499210055492598&video_shop_id=18308067&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000d72g1unog65ibbc1hep0&line=0&file_id=600d271ddac84eb8bd9413df0d881ece&sign=ddf4f919864643da5f3f9e4afee04dc4&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7621396786250386742,氧化菊,12836068,卸妆吗？这么会卸那很舒服了！ #氧化菊 #卸妆 #平价好物 #XWAY未知之路 #未知之路卸妆膏,95506,823,3789,619,1分11秒,https://www.douyin.com/video/7621396786250386742,2026-3-26 18:01,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/e3a9f6cfa63946d4bc650ae8a6df61d2?lk3s=138a59ce&x-expires=1776776400&x-signature=YH3QSxJg7XUy%2BI9CWPQziZFCtaI%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407213901E5844EA6112D7BA20148,165840179,3776607461369315512,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7621396786250386742&video_shop_id=165840179&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d72a2rvog65ia5o2fppg&line=0&file_id=d8f457f1cb5d4eae96ed7ab02ff019e4&sign=ba5f7dce3dcd22bad3f062b92dcce4b9&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7620747469354689707,达肤妍棉片官方直播间,246566,湿敷还得是达肤妍海葡萄棉片！#底妆服帖 #光泽感底妆 #棉片 #湿敷棉 #达肤妍海葡萄棉片,109622,1252,20707,14004,38秒,https://www.douyin.com/video/7620747469354689707,2026-3-24 17:12,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813/oEEAC0zAECSApget7pIADiiAqVBMY4AGnfT4XN?lk3s=138a59ce&x-expires=1776776400&x-signature=3ULw%2B%2Bi%2F51qHmBaI%2FMY8YcM0Sjc%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407213710BBAEAFA6CE6E008F6F66,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000d715abnog65sr69nk230&line=0&file_id=d27f8d11e3a14f7e8dd8e9b2cd4e6911&sign=a1308fe1d04066aa8c8dcc3a359ed857&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7620745399591438474,有家小店叫童年,6371655,糖妈和毛爸的同时间vlog 来啦 忙碌且充实的日子#有家小店叫童年,63975,704,2830,826,2分12秒,https://www.douyin.com/video/7620745399591438474,2026-3-24 17:04,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813/ogAAAAxpNEPAA9FQOCEfCFpwGDM48lInneAOyg?lk3s=138a59ce&x-expires=1776780000&x-signature=85wzDx2ZqBfBt%2BVBS9uF421wItU%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407220904C786D37B30268F108CE8,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000d7156gvog65n135imoa0&line=0&file_id=1f11bfaa7c464d458dbeea5a98aedb4a&sign=2e3073c24c1841fe591b49c40d096dce&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7619408974962605739,戏精少女-小胡,6447000,诡秘！我们什么时候来马代看海！ #马尔代夫 #水屋 #海岛度假 #自由,989752,50831,142930,384103,4分56秒,https://www.douyin.com/video/7619408974962605739,2026-3-21 16:30,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813/oEvATiUIAgA9i8F8F3PBCaIla5AbEYAgnBM24?lk3s=138a59ce&x-expires=1776776400&x-signature=6pkyTIKkSrtNHtkl8teBTzaVzl4%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072108140BAD9055E218AED4B3AD,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6up5dvog65lp5m4qf30&line=0&file_id=871cdc0c2a064eb38cc1c00364f6de41&sign=156394f410357aa80e499e4416cbe045&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7619318164660210963,植绝花卉,124438,🌳越简单，越有味道 #花卉植物 #爱生活爱养花 #桌面盆栽 #生活美学 #植物养护,49482,1949,21238,24384,16秒,https://www.douyin.com/video/7619318164660210963,2026-3-21 6:06,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-dy/b641fc1673d54ba49bcb25f159601c2a?lk3s=138a59ce&x-expires=1776780000&x-signature=fZtSOY%2B9qdC5RW3S1j%2FkCYySAPA%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072219180C37F2F13417C8E34F1B,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000d6uju1fog65ihcfhpcs0&line=0&file_id=7ea6155137014772a5120a5d2f2b3b24&sign=651617294b5e49d6129dcae618dc00a6&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7619174003236515554,Kathy的精致生活,1267261,越来越爱这种不被定义的力量～#citywalk#好物推荐#怡丽丝尔小粉管#怡丽丝尔防晒#怡丽丝尔,45081,335,921,552,1分45秒,https://www.douyin.com/video/7619174003236515554,2026-3-20 15:20,有,https://p9-pc-sign.douyinpic.com/obj/tos-cn-i-0813c001/okdAm4fHALzDXzIm2AUICZBeMIg1QALyALAeeG?lk3s=138a59ce&x-expires=1776780000&x-signature=SuOt4YAum9NHCBIFpPpUNbrlGjM%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407222701B522D79CDF5CEFC76406,49630746,3769115524286513614,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7619174003236515554&video_shop_id=49630746&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000d6ubsbvog65ii0cfr4ng&line=0&file_id=29fa768b736b468088079ad50f3984ad&sign=ff14f5e5d92bbc62b1c8432f92979500&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7618885011555806379,畅子,4045662,好好好 男人都背着我吃那么好是吧 #好物推荐🔥 #种草,49220,417,4303,721,1分2秒,https://www.douyin.com/video/7618885011555806379,2026-3-19 18:12,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813c001/oIWIgo3EOjAtAU0n4idFAhiA7B84fuAgeACvCN?lk3s=138a59ce&x-expires=1776780000&x-signature=Y5iYN53e3t9hfto7Eoe8q%2FKdK2Q%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=20260407222312B684FBE2F1312511E07C,212106669,3746535863555850769,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7618885011555806379&video_shop_id=212106669&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000d6trcpnog65ro8mhgbq0&line=0&file_id=983f4d57d6334906a4d2685363183363&sign=aa8028609d97ad8b7f7adaba4c7f8e4f&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7618555701434142015,氧化菊,12836027,当我突然开智...春夏我先白一步！ #氧化菊 #美白 #护肤尖子生 #水之蔻 #水之蔻冰白双管,76169,3716,6497,1407,2分18秒,https://www.douyin.com/video/7618555701434142015,2026-3-18 20:32,有,https://p9-pc-sign.douyinpic.com/obj/tos-cn-i-dy/fd46b3d4f8da4b2cb3c284bd89653f29?lk3s=138a59ce&x-expires=1776776400&x-signature=ASdSzQ3jkUmozTpmr50l5VBlA20%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=2026040721471158BC4CE5DC5B97E9E5EB,20643435,3560814015372472685,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7618555701434142015&video_shop_id=20643435&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000d6t8mbfog65sqd5njep0&line=0&file_id=252821d0ae8f4970ae4d253041a31a67&sign=581d07020e8b497778b36dcd67db7177&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7618466155027604913,橘子爱打羽毛球,6747,这味道真的惊艳到我了，不要让衣服都是难闻的味道。#香氛喷雾 #去味喷雾 #香水推荐,52260,460,14872,3387,19秒,https://www.douyin.com/video/7618466155027604913,2026-3-18 13:39,有,https://p3-pc-sign.douyinpic.com/obj/tos-cn-p-0015c000-ce/o0vuDi6IAhA6itgvPOPpSaMOj8CbI2QXTB9oy?lk3s=138a59ce&x-expires=1776780000&x-signature=bm8CgIG5HuL5PPxh%2FpfhXSkBmlU%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=2026040722161040183734A585B422ED3A,39978152,3786230962610897042,https://compass.jinritemai.com/shop/chance/rank-video/detail?video_id=7618466155027604913&video_shop_id=39978152&source=shipinxiaoliangbang&prepages%5B0%5D=%2Fshop%2Fchance%2Frank-video&from_page=%2Fshop%2Fchance%2Fvideo-rank&btm_ppre=a6187.b916250.c0.d0&btm_pre=a6187.b282694.c0.d0&btm_show_id=5e56fa53-b131-4142-a45a-3bc2543e688e,https://www.douyin.com/aweme/v1/play/?video_id=v1e00fgi0000d6t3l0nog65snovl6e7g&line=0&file_id=69f5a53571d54012a72f9cf2516eba93&sign=a4a73a5e80089822c5c8b617d2697373&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
彩妆护肤,7618158114134687706,程莉莎,2635152,有同款儿子你们有没有？#菠菜进行曲 #抖抖好生活,47770,595,2298,3864,25秒,https://www.douyin.com/video/7618158114134687706,2026-3-17 17:44,无,https://p3-pc-sign.douyinpic.com/obj/tos-cn-i-0813c001/oE5WqFC9DDpCueAJIgAzAYnbEfVwPCAEbzIASA?lk3s=138a59ce&x-expires=1776780000&x-signature=5vRSs0IHo6Xv545PLyTbtCPwRJA%3D&from=327834062_large&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=dynamic_cover&biz_tag=pcweb_cover&l=202604072222408B24DEB145B8CDE6F777,,,,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000d6si36vog65hfbh359v0&line=0&file_id=4d5ad7630b8e4900ad6ac985ca293d09&sign=38f584df2cbada3704afdce320f9eb33&is_play_url=1&source=PackSourceEnum_AWEME_DETAIL
